user_id,activity_id,timestamp,user_rating
49,7,2025-01-06,3.4
49,10,2024-12-23,2.7
49,8,2025-04-03,4.4
50,28,2025-03-16,3.9
51,42,2025-01-10,5.0
51,41,2025-01-15,3.9
51,49,2025-04-11,1.6
51,48,2025-04-29,3.6
51,50,2025-03-04,1.3
52,8,2025-02-05,5.0
52,4,2025-04-23,4.5
52,7,2024-12-13,4.1
52,1,2025-02-25,2.9
53,7,2025-03-05,3.7
54,15,2025-01-23,3.5
54,17,2025-01-08,3.7
54,18,2025-02-12,4.8
54,12,2025-03-09,1.0
55,1,2025-05-23,3.2
55,9,2025-06-09,1.9
56,1,2025-06-09,2.7
56,10,2025-05-30,2.6
56,8,2025-03-01,3.6
57,23,2025-04-10,3.1
57,21,2025-05-08,2.4
57,22,2025-04-22,1.9
57,27,2025-03-16,1.0
57,28,2025-04-29,4.6
58,4,2025-02-04,4.8
59,24,2025-04-20,4.7
59,21,2025-01-10,1.7
59,22,2025-03-19,1.7
59,30,2024-12-20,1.0
59,26,2025-02-09,1.0
60,26,2025-02-13,1.0
60,25,2025-04-24,1.4
60,24,2025-04-21,5.0
60,30,2025-05-01,1.0
60,27,2025-02-19,1.0
61,17,2025-04-30,2.3
61,13,2025-04-29,5.0
61,15,2025-04-13,2.4
62,21,2025-05-19,1.8
63,22,2025-03-18,1.0
63,30,2025-04-29,1.0
63,24,2025-01-07,5.0
63,25,2025-03-03,1.0
63,23,2024-12-17,2.4
64,2,2025-01-12,2.7
64,4,2025-03-27,5.0
64,6,2025-05-30,1.5
65,19,2024-12-16,1.8
65,15,2025-03-30,2.6
65,11,2025-04-27,3.7
65,16,2025-04-29,1.0
66,42,2025-05-01,3.8
66,43,2025-03-07,1.0
66,45,2024-12-19,4.1
67,9,2024-12-21,2.4
68,10,2025-01-15,1.8
68,4,2024-12-11,3.8
68,6,2024-12-13,1.0
69,19,2025-06-01,2.2
69,18,2025-04-30,5.0
69,15,2025-01-03,3.4
70,42,2025-04-20,4.6
71,31,2025-02-12,1.0
71,40,2025-03-11,1.7
71,36,2025-03-14,1.6
72,33,2025-04-11,1.0
72,38,2025-01-27,2.2
72,37,2024-12-27,4.7
73,22,2025-03-08,1.7
74,49,2025-05-20,2.4
74,41,2025-01-04,3.7
75,49,2025-04-08,2.4
75,43,2025-01-12,1.4
75,47,2025-04-02,4.1
75,42,2025-02-06,4.0
75,41,2025-03-13,3.8
76,16,2024-12-12,1.7
77,12,2025-03-13,1.0
77,16,2025-02-07,1.0
78,40,2025-04-24,1.4
78,33,2024-12-17,1.0
78,34,2025-06-08,2.2
78,37,2025-01-17,3.6
79,7,2025-05-23,4.2
79,1,2025-01-06,3.0
80,7,2025-02-01,4.8
80,4,2025-03-01,4.7
80,5,2025-03-29,1.0
81,7,2024-12-30,4.6
82,44,2025-04-27,4.6
82,50,2025-05-15,1.6
82,48,2025-04-07,3.9
82,43,2024-12-26,1.0
83,14,2025-03-09,1.8
83,11,2024-12-28,4.6
84,36,2025-01-14,1.0
84,35,2025-05-05,4.2
84,32,2024-12-22,2.8
84,37,2025-04-26,3.5
85,17,2025-05-07,3.4
85,19,2025-03-07,3.2
85,16,2024-12-29,1.0
85,11,2025-04-03,4.9
85,20,2025-05-14,2.4
86,43,2024-12-21,1.0
86,45,2025-03-07,4.7
86,41,2025-02-24,4.1
87,6,2025-03-24,1.7
87,10,2025-05-04,2.2
87,7,2025-02-25,4.0
87,5,2024-12-26,1.0
88,47,2024-12-26,5.0
89,45,2025-04-03,5.0
89,41,2025-03-21,4.8
90,39,2025-03-24,3.2
91,44,2025-04-07,3.5
91,46,2025-04-02,2.6
91,47,2025-03-28,5.0
91,41,2025-03-18,5.0
91,49,2025-05-01,1.0
92,46,2025-03-20,2.8
92,42,2025-04-13,3.6
92,45,2025-02-25,5.0
92,48,2025-03-26,4.4
92,43,2025-03-25,1.8
93,37,2024-12-13,4.1
93,35,2025-04-17,4.3
93,33,2025-03-13,1.0
94,3,2025-04-02,4.2
94,5,2025-05-10,1.0
94,7,2025-05-24,3.8
94,9,2025-02-24,1.9
95,45,2024-12-25,5.0
95,44,2025-01-02,4.9
95,47,2025-03-08,3.9
96,36,2025-05-21,2.0
96,38,2025-04-23,1.6
96,39,2025-03-08,2.5
96,34,2025-02-27,1.8
96,40,2025-02-16,1.0
97,13,2025-01-20,4.1
97,12,2025-02-18,1.0
97,15,2024-12-31,3.3
97,18,2025-03-27,4.2
98,36,2025-01-31,1.3
98,32,2025-04-11,2.9
98,34,2024-12-23,2.7
98,40,2025-02-12,1.0
98,33,2025-05-30,1.3
99,13,2025-05-31,3.4
99,11,2025-03-26,5.0
100,10,2025-03-27,2.4
100,2,2025-06-07,1.7
100,8,2025-01-05,4.4
100,4,2025-05-08,3.5
101,44,2025-01-30,4.1
101,47,2025-01-10,4.7
101,48,2025-06-03,3.0
101,50,2025-01-11,1.2
101,42,2025-05-27,4.6
102,2,2025-05-25,1.9
103,33,2024-12-13,1.0
103,39,2025-05-22,3.7
104,24,2025-03-26,5.0
104,22,2025-04-26,2.1
104,28,2025-03-29,4.9
104,29,2025-04-17,1.0
104,30,2025-02-23,1.0
105,40,2025-04-03,1.0
105,36,2025-05-22,1.0
105,38,2025-05-30,2.6
105,35,2025-03-31,4.7
105,39,2025-04-18,2.4
106,49,2025-03-12,1.6
106,48,2025-06-07,2.8
106,43,2025-03-08,1.6
106,46,2025-01-29,3.2
107,45,2025-03-20,4.1
107,44,2025-02-23,3.1
107,50,2025-02-19,2.0
107,47,2025-03-10,4.7
108,34,2025-04-02,1.4
108,35,2025-01-27,3.8
108,38,2025-05-22,2.0
108,31,2025-06-04,1.0
109,35,2025-05-10,3.8
109,36,2025-05-07,2.4
110,12,2025-02-08,1.0
110,13,2025-05-01,3.3
110,19,2025-04-12,2.7
110,20,2025-05-11,1.0
110,14,2025-03-16,1.9
111,32,2025-05-20,4.6
111,37,2025-02-18,3.1
112,28,2025-02-09,5.0
112,27,2025-04-05,1.0
112,21,2025-03-07,2.6
112,22,2025-04-03,1.0
112,24,2025-03-01,4.0
113,11,2025-02-22,5.0
113,17,2025-06-07,3.3
113,18,2024-12-13,5.0
113,20,2025-04-23,2.7
113,13,2025-03-12,3.6
114,17,2024-12-13,2.1
114,19,2025-04-19,2.6
114,14,2025-05-21,2.1
114,18,2025-06-08,4.5
115,18,2025-03-19,5.0
115,11,2025-01-21,4.4
115,17,2025-03-23,2.6
115,13,2025-04-25,3.8
116,33,2025-06-04,1.0
116,38,2025-02-18,2.7
116,40,2025-06-01,1.4
116,35,2025-02-20,4.6
117,30,2025-05-08,1.0
117,21,2025-04-12,3.0
117,22,2025-02-25,1.0
117,26,2024-12-19,1.0
118,23,2025-01-11,3.8
118,21,2025-01-04,2.6
118,25,2025-05-21,1.7
118,24,2025-01-09,5.0
119,16,2024-12-11,1.4
119,20,2025-05-25,1.0
119,17,2025-01-08,3.2
119,13,2025-01-31,3.4
120,35,2025-01-01,4.2
120,32,2025-05-12,4.8
120,38,2025-01-10,1.6
120,31,2024-12-12,1.4
121,36,2024-12-27,1.0
122,11,2025-01-27,4.0
123,34,2025-03-23,2.7
123,31,2025-03-16,1.1
124,33,2025-04-05,1.0
124,38,2025-03-10,1.8
125,34,2025-04-21,1.8
125,38,2025-03-17,2.9
125,35,2025-05-02,4.1
125,37,2025-04-04,4.1
125,33,2025-02-07,1.0
126,2,2025-02-19,2.3
126,3,2025-03-01,5.0
126,5,2025-03-30,1.0
126,1,2025-05-19,1.5
126,8,2025-05-23,5.0
127,10,2025-04-27,2.5
127,7,2025-05-06,4.5
127,9,2025-02-10,1.1
128,42,2025-04-01,3.7
128,44,2025-02-20,4.1
129,10,2025-02-02,2.6
129,2,2025-04-11,2.3
129,1,2025-02-13,2.3
130,16,2025-05-23,1.0
130,12,2025-06-09,1.0
130,20,2025-05-06,1.3
130,11,2025-05-27,4.1
131,42,2025-04-13,4.6
131,47,2025-05-19,4.8
131,46,2025-04-14,2.7
131,48,2025-05-16,4.4
132,43,2025-02-13,1.3
132,47,2025-05-26,4.5
132,50,2024-12-20,1.6
132,46,2025-02-19,3.1
133,30,2025-03-02,1.0
133,29,2025-06-05,1.0
133,28,2025-05-02,5.0
134,25,2025-03-18,1.5
134,26,2024-12-18,1.0
134,24,2024-12-27,5.0
134,27,2025-02-27,1.0
134,21,2024-12-17,2.5
135,14,2025-02-22,3.6
135,18,2025-02-21,5.0
135,17,2025-05-18,3.7
135,13,2025-06-04,4.3
136,3,2025-06-09,5.0
136,8,2025-01-01,3.2
136,4,2025-01-15,3.7
137,16,2024-12-24,1.0
137,15,2025-02-07,2.8
137,19,2025-02-06,2.0
138,24,2025-02-24,3.8
138,22,2025-01-25,1.0
138,30,2025-04-18,1.0
138,26,2025-01-11,1.0
138,28,2025-03-13,3.9
139,28,2025-03-01,5.0
139,30,2024-12-27,1.2
140,22,2025-02-20,1.0
141,14,2025-03-14,2.4
141,15,2025-01-26,3.3
141,16,2024-12-25,1.0
141,20,2025-05-28,2.2
142,27,2025-05-27,1.0
142,29,2025-05-29,1.0
142,26,2025-01-01,1.0
143,15,2025-05-28,3.4
143,20,2025-01-09,2.3
143,19,2025-05-31,2.3
143,12,2025-03-07,1.2
144,6,2025-03-26,1.0
144,2,2025-05-21,2.2
145,34,2025-03-28,2.7
145,40,2025-05-08,1.0
146,40,2025-02-23,1.0
146,39,2025-05-28,2.9
146,35,2024-12-13,3.7
147,45,2024-12-29,5.0
147,44,2025-01-11,4.3
148,11,2025-05-30,4.0
148,19,2025-05-17,2.8
148,13,2024-12-30,4.2
149,19,2025-03-22,2.8
150,18,2025-01-23,4.0
150,12,2025-02-03,1.0
151,45,2025-01-04,4.0
151,48,2025-05-06,4.1
151,49,2025-05-17,1.8
151,44,2025-03-30,4.2
151,43,2024-12-13,1.0
152,5,2025-05-10,1.3
153,42,2025-02-18,4.2
153,50,2025-03-06,1.1
153,47,2024-12-14,5.0
153,44,2025-05-30,3.7
154,3,2025-02-03,4.5
155,5,2025-04-20,1.3
155,2,2025-05-14,1.7
155,4,2025-02-15,4.0
155,1,2024-12-21,3.1
155,10,2025-04-25,2.6
156,40,2025-05-27,1.3
156,34,2025-04-07,2.8
156,37,2025-03-01,2.9
156,39,2025-04-20,4.1
156,38,2025-05-25,1.7
157,17,2025-02-03,2.6
157,15,2025-02-20,2.9
157,11,2025-03-09,4.9
157,19,2025-02-09,3.5
157,16,2025-04-18,1.2
158,4,2025-03-18,5.0
158,5,2025-03-21,1.0
159,34,2024-12-22,2.6
159,33,2025-02-03,1.0
160,21,2025-01-07,3.3
160,27,2025-02-02,1.0
161,28,2025-05-14,4.1
161,25,2025-02-12,1.1
161,21,2025-06-03,1.8
161,22,2025-01-22,1.0
161,23,2025-06-09,2.5
162,32,2025-04-07,4.1
162,34,2025-06-08,2.2
162,35,2025-04-09,3.8
162,37,2025-05-16,4.4
163,34,2025-02-26,1.2
163,37,2024-12-16,4.0
163,32,2025-01-13,3.7
163,35,2025-02-04,4.7
163,38,2025-01-24,2.9
164,33,2025-03-11,1.0
164,32,2025-02-27,3.6
164,31,2025-01-16,1.0
165,10,2025-02-28,1.9
165,5,2025-04-02,1.6
165,8,2025-05-28,3.7
166,7,2025-01-09,3.7
166,5,2024-12-20,1.2
166,8,2025-02-27,4.5
167,21,2025-02-18,3.3
167,27,2025-05-04,1.0
167,26,2025-04-27,1.6
167,25,2024-12-15,1.7
167,23,2025-02-16,2.6
168,10,2025-05-14,1.4
168,1,2025-04-02,3.0
169,50,2025-05-31,1.4
169,41,2025-03-04,3.7
169,43,2025-04-24,1.1
170,25,2025-03-24,1.7
170,23,2025-02-24,3.0
170,27,2025-03-17,1.0
170,26,2025-05-17,1.0
171,48,2025-01-10,3.0
172,16,2025-01-22,1.0
172,12,2025-02-27,1.2
172,13,2025-01-01,4.4
173,15,2025-04-15,3.7
173,17,2024-12-20,3.2
173,11,2025-03-31,3.8
173,14,2025-01-05,3.6
174,6,2025-01-24,1.0
174,2,2025-04-11,2.1
174,7,2025-01-18,4.0
175,49,2025-05-19,2.5
176,24,2025-03-24,4.4
177,28,2025-04-13,5.0
177,30,2025-04-13,1.0
177,21,2025-02-17,3.2
177,22,2025-03-05,1.6
177,23,2024-12-26,2.4
178,28,2025-05-25,4.8
178,30,2025-02-17,1.0
178,22,2025-02-10,1.3
179,4,2025-02-16,4.1
179,3,2025-04-15,4.0
179,5,2025-04-15,1.1
179,8,2025-04-24,4.5
179,1,2025-06-05,1.4
180,24,2025-03-28,5.0
181,48,2025-04-28,3.7
182,48,2025-01-23,4.3
182,45,2025-03-14,4.3
183,27,2025-04-19,1.0
183,28,2024-12-23,4.0
183,29,2025-05-23,1.2
184,13,2025-04-30,3.4
184,17,2025-02-20,3.0
184,14,2025-06-08,3.3
184,15,2025-01-05,2.8
184,19,2025-05-18,1.6
185,32,2025-02-20,4.5
185,35,2025-01-31,5.0
186,36,2025-02-15,1.5
186,39,2025-04-30,3.6
186,35,2025-05-07,4.8
186,37,2025-02-22,3.5
187,10,2025-05-07,2.9
187,8,2025-04-15,4.2
187,3,2025-03-17,4.3
188,26,2024-12-28,1.4
188,30,2024-12-31,1.0
188,27,2025-03-26,1.0
188,24,2025-06-05,5.0
189,44,2025-01-13,4.2
189,47,2025-04-21,4.5
190,11,2025-04-20,4.6
190,16,2025-03-05,1.7
190,18,2025-03-02,4.8
190,19,2025-06-04,2.6
191,47,2025-04-05,4.0
191,43,2025-01-25,1.0
191,48,2025-05-29,2.7
191,41,2025-02-26,5.0
192,6,2025-04-13,1.0
192,2,2025-01-18,2.4
192,8,2025-04-13,4.8
192,1,2025-03-13,2.7
192,5,2025-04-19,1.0
193,43,2025-06-05,1.0
194,22,2025-01-07,1.7
194,28,2025-05-14,5.0
195,36,2025-03-27,1.9
195,37,2024-12-13,3.8
195,32,2025-02-21,4.7
196,47,2025-05-21,4.1
196,46,2025-01-29,3.7
196,48,2024-12-28,4.0
196,50,2025-04-09,3.0
196,45,2025-03-31,5.0
197,4,2025-05-22,3.7
198,34,2025-01-25,1.5
198,32,2024-12-26,4.3
198,37,2025-03-13,3.3
199,48,2025-05-18,3.4
200,1,2025-04-19,3.0
200,10,2025-01-17,2.4
200,6,2025-03-24,1.0
201,36,2025-03-23,1.0
201,40,2025-03-12,1.0
201,37,2025-03-23,3.2
202,7,2025-05-06,3.2
202,3,2025-04-19,5.0
202,9,2024-12-19,1.0
202,2,2025-05-26,1.9
202,1,2025-02-20,2.3
203,40,2025-03-16,1.0
203,34,2025-06-01,2.8
203,38,2025-04-22,3.2
203,35,2025-03-20,4.3
204,5,2024-12-28,1.1
204,8,2025-03-03,4.5
204,10,2024-12-25,1.8
204,6,2025-02-14,1.0
205,5,2025-03-02,1.0
205,9,2025-04-24,2.7
205,3,2025-02-09,4.4
205,1,2025-03-10,2.9
206,30,2025-05-17,1.0
206,25,2025-04-13,1.0
206,27,2025-03-21,1.0
207,35,2025-05-24,4.6
207,34,2025-01-30,3.0
207,37,2024-12-15,3.1
207,38,2024-12-12,1.8
208,27,2025-04-09,1.0
208,26,2025-01-21,1.0
209,21,2025-02-16,2.5
209,27,2024-12-13,1.0
209,25,2025-03-09,1.5
210,10,2025-02-08,1.8
211,34,2025-03-02,1.3
211,36,2025-03-01,1.0
211,40,2025-02-03,1.2
212,35,2025-05-18,4.5
212,33,2025-03-23,1.0
212,32,2025-05-25,2.9
212,36,2025-01-10,1.0
212,37,2025-02-24,4.2
213,1,2025-04-19,3.2
213,6,2024-12-18,1.0
213,3,2025-01-07,5.0
213,10,2025-02-20,3.1
214,47,2025-02-15,4.4
214,43,2024-12-31,1.7
214,44,2025-01-18,4.0
215,6,2025-02-07,1.0
215,9,2025-04-04,1.0
215,5,2025-04-13,1.0
215,7,2025-02-09,4.6
215,2,2025-03-29,1.7
216,15,2025-04-21,2.9
216,16,2024-12-23,1.5
216,12,2025-05-08,1.0
216,14,2025-04-29,2.5
217,44,2025-03-10,4.7
217,47,2024-12-26,4.9
218,46,2025-03-14,2.7
218,42,2025-04-13,5.0
218,47,2025-03-05,4.4
218,41,2025-03-02,4.1
218,43,2025-03-07,1.6
219,26,2025-03-14,1.0
219,25,2025-04-04,1.0
219,27,2025-03-23,1.0
219,28,2025-01-30,5.0
220,32,2025-01-14,3.3
220,34,2025-02-15,1.9
220,38,2025-03-10,2.0
221,6,2025-02-27,1.0
221,4,2024-12-31,5.0
221,2,2025-04-24,2.4
221,10,2025-01-12,1.9
221,9,2025-06-01,1.5
222,47,2025-04-04,4.4
222,42,2025-02-28,4.0
222,43,2024-12-13,1.0
223,5,2024-12-22,1.8
224,42,2025-06-07,3.4
225,13,2025-01-17,4.7
225,17,2025-02-10,2.8
225,18,2024-12-15,5.0
225,20,2025-04-28,2.5
225,16,2025-05-25,1.0
226,47,2025-04-09,4.4
226,43,2025-03-17,1.9
226,50,2025-05-03,2.8
226,46,2025-01-28,3.2
226,41,2025-03-11,5.0
227,47,2025-01-28,3.9
227,45,2024-12-25,5.0
227,41,2025-04-02,4.1
227,46,2025-05-07,3.9
227,43,2025-01-02,1.5
228,14,2025-02-10,3.5
228,16,2025-04-09,1.0
228,12,2025-03-22,1.0
228,19,2025-04-25,3.2
229,11,2025-05-25,3.4
229,17,2025-04-04,3.6
229,15,2025-01-23,3.5
230,8,2025-03-24,4.5
231,10,2025-01-29,2.5
231,1,2024-12-12,2.8
232,4,2024-12-31,4.5
232,3,2025-01-18,5.0
232,10,2025-05-29,2.5
233,4,2025-02-14,4.1
233,10,2025-04-05,3.3
233,9,2025-04-26,1.8
233,3,2025-03-23,4.7
233,2,2025-02-10,1.2
234,31,2025-03-12,1.0
234,35,2025-02-13,3.7
234,33,2025-01-23,1.0
234,32,2025-02-25,3.0
234,39,2025-02-26,2.5
235,12,2025-02-04,1.0
235,11,2025-02-08,4.8
236,4,2025-04-10,4.8
236,6,2025-02-03,1.0
236,1,2025-03-27,1.4
237,3,2024-12-28,5.0
238,32,2025-05-21,3.9
238,40,2025-05-10,1.0
238,38,2025-02-23,3.0
238,34,2025-05-10,2.0
238,33,2025-03-22,1.3
239,28,2024-12-22,4.6
240,21,2025-01-21,2.4
240,29,2025-01-13,1.0
240,25,2025-02-19,1.0
240,24,2025-03-01,4.1
240,26,2025-05-21,1.0
241,48,2025-04-24,3.0
242,42,2025-01-15,5.0
242,48,2024-12-30,2.8
242,49,2025-04-05,1.9
242,41,2024-12-25,5.0
243,50,2025-01-19,1.9
243,43,2025-05-30,2.1
243,42,2025-02-13,3.5
244,10,2025-02-16,1.6
244,9,2025-04-02,1.8
244,6,2025-01-14,1.0
244,4,2025-01-04,3.6
244,5,2025-02-13,1.0
245,29,2024-12-14,1.0
245,27,2025-03-21,1.1
245,22,2025-01-08,1.1
245,30,2025-06-03,1.0
246,34,2025-04-22,1.8
246,37,2025-05-23,3.2
246,38,2025-02-16,1.8
246,32,2025-03-14,3.3
246,40,2025-03-28,1.0
247,17,2025-05-16,3.9
247,20,2025-03-13,2.6
247,12,2025-01-28,1.4
247,13,2025-04-24,5.0
248,26,2025-01-18,1.0
248,23,2025-01-16,3.0
248,28,2025-02-16,4.0
249,2,2025-01-06,2.9
250,23,2025-02-14,3.9
250,29,2025-02-18,1.0
250,21,2024-12-24,2.3
251,29,2024-12-21,1.0
251,26,2025-05-11,1.0
251,22,2025-03-01,1.9
251,24,2025-03-25,4.4
251,23,2025-01-19,2.7
252,41,2025-02-27,5.0
252,45,2025-04-29,4.7
252,49,2025-06-07,2.6
252,43,2025-03-09,1.0
253,4,2024-12-14,5.0
253,3,2025-04-26,5.0
253,8,2025-05-18,3.2
253,2,2025-04-29,1.7
253,1,2025-03-25,2.8
254,16,2025-02-14,1.0
254,12,2025-01-08,1.0
254,15,2025-01-12,3.2
254,18,2025-01-06,4.3
254,19,2025-01-14,3.1
255,50,2025-02-15,2.0
255,49,2025-04-11,1.1
255,41,2025-02-07,3.7
255,45,2025-02-20,5.0
255,46,2025-05-08,3.0
256,41,2025-04-20,4.1
256,43,2025-05-23,1.9
256,45,2025-04-15,4.7
257,36,2025-03-07,1.3
257,40,2025-04-21,1.5
257,31,2025-02-09,1.0
258,10,2025-01-29,2.8
258,7,2025-04-12,4.0
259,2,2025-02-19,1.5
260,37,2024-12-30,4.5
260,40,2025-03-25,1.9
261,26,2025-03-22,1.0
261,25,2025-01-12,1.0
262,40,2025-05-11,1.0
262,32,2025-02-26,4.7
262,31,2025-04-21,1.2
262,39,2025-02-24,3.9
262,37,2025-04-21,3.9
263,32,2024-12-29,2.9
264,18,2025-06-04,4.1
264,20,2025-01-12,1.4
264,17,2025-01-03,3.2
264,13,2025-05-05,4.7
265,12,2025-05-18,1.0
265,16,2025-04-26,1.0
265,17,2025-04-03,3.9
265,11,2024-12-27,4.6
265,13,2024-12-30,3.9
266,38,2025-02-19,2.5
266,39,2025-02-06,3.3
266,35,2025-04-27,3.4
266,31,2025-01-12,1.2
266,32,2025-02-01,3.8
267,11,2025-05-10,3.3
267,20,2025-06-05,1.2
267,14,2025-05-02,3.1
267,13,2025-01-03,4.2
267,12,2025-01-10,1.0
268,35,2025-01-08,5.0
268,36,2025-05-30,1.0
268,32,2025-06-09,4.4
269,3,2024-12-18,5.0
269,10,2025-01-01,2.1
269,7,2025-03-25,4.1
269,5,2025-02-20,1.0
270,39,2025-01-17,4.2
270,36,2025-05-25,1.9
270,32,2025-03-02,3.8
270,34,2025-04-10,1.3
270,40,2025-06-02,1.0
271,8,2025-03-18,4.5
272,50,2024-12-13,1.6
272,47,2025-02-22,4.4
272,49,2025-05-20,2.5
273,35,2025-04-19,3.5
273,32,2025-03-31,3.2
273,37,2025-04-09,3.6
273,31,2025-03-10,1.0
274,50,2025-04-20,1.5
274,48,2025-05-13,2.6
275,42,2025-03-13,3.8
275,47,2025-03-16,4.6
275,50,2024-12-24,2.4
276,17,2025-05-07,3.2
276,19,2024-12-17,2.5
276,12,2025-05-13,1.0
276,14,2025-01-01,3.3
276,13,2025-05-28,4.4
277,36,2025-05-23,1.0
277,33,2025-03-27,1.0
278,9,2024-12-27,1.6
279,26,2024-12-12,1.0
279,23,2025-06-05,4.1
279,24,2025-03-07,5.0
280,4,2025-03-24,4.4
280,3,2025-04-18,5.0
280,9,2025-06-03,2.6
281,33,2025-06-03,1.6
282,48,2025-05-21,3.2
282,50,2025-01-27,1.1
282,46,2025-05-19,3.0
282,47,2024-12-22,3.8
283,43,2025-02-23,1.0
283,48,2025-03-03,3.0
283,42,2025-01-05,3.9
284,25,2024-12-30,1.7
284,21,2025-04-20,2.7
284,26,2025-01-05,1.0
285,28,2025-05-08,3.9
285,30,2025-01-11,1.0
285,21,2025-05-11,2.1
286,2,2025-03-16,1.4
286,10,2024-12-30,3.4
286,7,2025-06-02,3.8
287,21,2025-04-25,3.0
287,28,2025-03-13,5.0
287,24,2025-04-26,5.0
287,23,2024-12-18,4.3
287,25,2025-01-17,1.1
288,21,2025-01-17,2.7
288,28,2024-12-15,5.0
289,2,2025-01-22,1.0
289,9,2025-03-25,2.8
289,3,2025-02-03,3.9
290,8,2025-02-24,3.7
290,9,2024-12-12,1.5
290,3,2025-03-10,5.0
290,10,2025-05-16,2.8
291,17,2025-01-15,3.5
291,20,2025-04-29,2.2
291,16,2025-06-01,1.4
292,36,2024-12-28,2.3
293,9,2024-12-19,2.7
294,35,2025-03-27,3.5
294,33,2024-12-28,1.0
294,36,2025-03-07,1.0
295,6,2025-05-15,1.0
295,5,2025-04-10,1.0
296,43,2025-01-12,1.0
296,42,2025-02-28,4.9
296,45,2025-02-27,5.0
296,48,2024-12-16,2.5
297,13,2024-12-18,5.0
297,19,2025-05-01,1.7
297,12,2025-01-31,1.2
298,39,2025-03-16,3.6
298,36,2025-03-05,1.6
298,31,2025-05-30,1.0
